No.,建屋,階,部屋名,部署,"分電盤
No.",分電盤名,"親分電盤
(あれば)","電力量計
あり/なし","ﾌﾞﾚｰｶ番号
(あれば)","電圧
200/100","相
3/1","ﾌﾞﾚｰｶ容量
A",負荷名,"ｹｰﾌﾞﾙ径
mm",備考,"電力量計
取付対象",線,型番,単価,必要CT数,小計,電力計,電力計単価,M5Stack,M5Stack単価
261.0,3-3,1.0,ﾎﾙﾀﾞ旋削加工室,,7,L33-1B,,あり,201,200,1.0,20,KO-1J作業室照明(ﾎﾙﾀﾞ加工室3東側),3.5,,,2.0,,,,,,,,
262.0,3-3,1.0,ﾎﾙﾀﾞ旋削加工室,,7,L33-1B,,あり,203,200,1.0,20,KO-1K作業室照明(ﾎﾙﾀﾞ加工室3西側),3.5,,,2.0,,,,,,,,
263.0,3-3,1.0,ﾎﾙﾀﾞ旋削加工室,,7,L33-1B,,あり,205,200,1.0,20,KO-1L作業室照明(ﾄﾞﾘﾙ加工室),4,,,2.0,,,,,,,,
264.0,3-3,1.0,ﾎﾙﾀﾞ旋削加工室,,7,L33-1B,,あり,207,200,1.0,20,KO-1M作業室照明(ﾎﾙﾀﾞ加工室2真中),4,,,2.0,,,,,,,,
265.0,3-3,1.0,ﾎﾙﾀﾞ旋削加工室,,7,L33-1B,,あり,209,200,1.0,20,KO-1B作業室照明,3.5,,,2.0,,,,,,,,
266.0,3-3,1.0,ﾎﾙﾀﾞ旋削加工室,,7,L33-1B,,あり,211,200,1.0,20,KO-1D作業室照明,4,,,2.0,,,,,,,,
267.0,3-3,1.0,ﾎﾙﾀﾞ旋削加工室,,7,L33-1B,,あり,213,200,1.0,20,KO-1D作業室照明,4,,,2.0,,,,,,,,
268.0,3-3,1.0,ﾎﾙﾀﾞ旋削加工室,,7,L33-1B,,あり,215,200,1.0,20,KO-1A作業室照明,7,,,2.0,,,,,,,,
269.0,3-3,1.0,ﾎﾙﾀﾞ旋削加工室,,7,L33-1B,,あり,,200,1.0,20,ｽﾌﾟﾚｰﾄﾞﾗｲﾔｰ室天井照明,4,,,2.0,,,,,,,,
270.0,3-3,1.0,ﾎﾙﾀﾞ旋削加工室,,7,L33-1B,,あり,,200,1.0,20,KO-1J作業室照明(ﾎﾙﾀﾞ加工室3真中),3.5,,,2.0,,,,,,,,
271.0,3-3,1.0,ﾎﾙﾀﾞ旋削加工室,,7,L33-1B,,あり,204,200,1.0,20,KO-1K作業室照明(NT加工室),3.5,,,2.0,,,,,,,,
272.0,3-3,1.0,ﾎﾙﾀﾞ旋削加工室,,7,L33-1B,,あり,206,200,1.0,20,KO-1L作業室照明(ﾎﾙﾀﾞ加工室2西側),4,,,2.0,,,,,,,,
273.0,3-3,1.0,ﾎﾙﾀﾞ旋削加工室,,7,L33-1B,,あり,208,200,1.0,20,廊下照明,3.5,,,2.0,,,,,,,,
274.0,3-3,1.0,ﾎﾙﾀﾞ旋削加工室,,7,L33-1B,,あり,210,200,1.0,20,KO-1D作業室照明,4,,,2.0,,,,,,,,
275.0,3-3,1.0,ﾎﾙﾀﾞ旋削加工室,,7,L33-1B,,あり,212,200,1.0,20,KO-1D作業室照明,4,,,2.0,,,,,,,,
276.0,3-3,1.0,ﾎﾙﾀﾞ旋削加工室,,7,L33-1B,,あり,214,200,1.0,20,KO-1D作業室照明,4,,,2.0,,,,,,,,
277.0,3-3,1.0,ﾎﾙﾀﾞ旋削加工室,,7,L33-1B,,あり,216,200,1.0,20,KO-1P作業室照明(工具原料室蛍光灯),4,,,2.0,,,,,,,,
278.0,3-3,1.0,ﾎﾙﾀﾞ旋削加工室,,7,L33-1B,,あり,,200,1.0,20,WC灯,3.5,,,2.0,,,,,,,,
279.0,3-3,1.0,ﾎﾙﾀﾞ旋削加工室,,7,L33-1B,,あり,102,100,1.0,20,WC鏡灯,4,,,2.0,,,,,,,,
280.0,3-3,1.0,ﾎﾙﾀﾞ旋削加工室,,7,L33-1B,,あり,301,100,1.0,20,集中制御室,3.5,,,2.0,,,,,,,,
281.0,3-3,1.0,ﾎﾙﾀﾞ旋削加工室,,7,L33-1B,,あり,303,100,1.0,20,KO-1J,4,,,2.0,,,,,,,,
282.0,3-3,1.0,ﾎﾙﾀﾞ旋削加工室,,7,L33-1B,,あり,305,100,1.0,20,廊下(ｼｬｯﾀｰ電源),3.5,,,2.0,,,,,,,,
283.0,3-3,1.0,ﾎﾙﾀﾞ旋削加工室,,7,L33-1B,,あり,307,100,1.0,20,KO-1J,3.5,,,2.0,,,,,,,,
284.0,3-3,1.0,ﾎﾙﾀﾞ旋削加工室,,7,L33-1B,,あり,309,100,1.0,20,KO-1K,3.5,,,2.0,,,,,,,,
285.0,3-3,1.0,ﾎﾙﾀﾞ旋削加工室,,7,L33-1B,,あり,311,100,1.0,20,KO-1L,3.5,,,2.0,,,,,,,,
286.0,3-3,1.0,ﾎﾙﾀﾞ旋削加工室,,7,L33-1B,,あり,313,100,1.0,20,KO-1L,3.5,,,2.0,,,,,,,,
287.0,3-3,1.0,ﾎﾙﾀﾞ旋削加工室,,7,L33-1B,,あり,315,100,1.0,20,KO-1L,3.5,,,2.0,,,,,,,,
288.0,3-3,1.0,ﾎﾙﾀﾞ旋削加工室,,7,L33-1B,,あり,317,100,1.0,20,KO-1C,3.5,,,2.0,,,,,,,,
289.0,3-3,1.0,ﾎﾙﾀﾞ旋削加工室,,7,L33-1B,,あり,319,100,1.0,20,なし,3.5,,,2.0,,,,,,,,
290.0,3-3,1.0,ﾎﾙﾀﾞ旋削加工室,,7,L33-1B,,あり,321,100,1.0,20,KO-1A,3.5,,,2.0,,,,,,,,
291.0,3-3,1.0,ﾎﾙﾀﾞ旋削加工室,,7,L33-1B,,あり,323,100,1.0,20,KO-1D,3.5,,,2.0,,,,,,,,
292.0,3-3,1.0,ﾎﾙﾀﾞ旋削加工室,,7,L33-1B,,あり,325,100,1.0,20,KO-1D,3.5,,,2.0,,,,,,,,
293.0,3-3,1.0,ﾎﾙﾀﾞ旋削加工室,,7,L33-1B,,あり,,100,1.0,20,ﾌﾛｱｰ,3.5,,,2.0,,,,,,,,
294.0,3-3,1.0,ﾎﾙﾀﾞ旋削加工室,,7,L33-1B,,あり,,100,1.0,20,ﾌｧﾝｺｲﾙ,3.5,,,2.0,,,,,,,,
295.0,3-3,1.0,ﾎﾙﾀﾞ旋削加工室,,7,L33-1B,,あり,302,100,1.0,20,ｽﾌﾟﾚｰﾄﾞﾗｲﾔｰ室壁ﾌﾞﾗｹｯﾄ照明,3.5,,,2.0,,,,,,,,
296.0,3-3,1.0,ﾎﾙﾀﾞ旋削加工室,,7,L33-1B,,あり,304,100,1.0,20,KO-1J,3.5,,,2.0,,,,,,,,
297.0,3-3,1.0,ﾎﾙﾀﾞ旋削加工室,,7,L33-1B,,あり,306,100,1.0,20,廊下,3.5,,,2.0,,,,,,,,
298.0,3-3,1.0,ﾎﾙﾀﾞ旋削加工室,,7,L33-1B,,あり,308,100,1.0,20,KO-1J,3.5,,,2.0,,,,,,,,
299.0,3-3,1.0,ﾎﾙﾀﾞ旋削加工室,,7,L33-1B,,あり,310,100,1.0,20,KO-1K,3.5,,,2.0,,,,,,,,
300.0,3-3,1.0,ﾎﾙﾀﾞ旋削加工室,,7,L33-1B,,あり,312,100,1.0,20,KO-1L,3.5,,,2.0,,,,,,,,
301.0,3-3,1.0,ﾎﾙﾀﾞ旋削加工室,,7,L33-1B,,あり,314,100,1.0,20,KO-1L,3.5,,,2.0,,,,,,,,
302.0,3-3,1.0,ﾎﾙﾀﾞ旋削加工室,,7,L33-1B,,あり,316,100,1.0,20,ﾄｲﾚ(PHS電源),3.5,,,2.0,,,,,,,,
303.0,3-3,1.0,ﾎﾙﾀﾞ旋削加工室,,7,L33-1B,,あり,318,100,1.0,20,KO-1B,3.5,,,2.0,,,,,,,,
304.0,3-3,1.0,ﾎﾙﾀﾞ旋削加工室,,7,L33-1B,,あり,320,100,1.0,20,KO-1A(原料倉庫ｺﾝｾﾝﾄ),3.5,,,2.0,,,,,,,,
305.0,3-3,1.0,ﾎﾙﾀﾞ旋削加工室,,7,L33-1B,,あり,322,100,1.0,20,KO-1D,3.5,,,2.0,,,,,,,,
306.0,3-3,1.0,ﾎﾙﾀﾞ旋削加工室,,7,L33-1B,,あり,324,100,1.0,20,KO-1D,3.5,,,2.0,,,,,,,,
307.0,3-3,1.0,ﾎﾙﾀﾞ旋削加工室,,7,L33-1B,,あり,,100,1.0,20,KO-1J,3.5,,,2.0,,,,,,,,
308.0,3-3,1.0,ﾎﾙﾀﾞ旋削加工室,,7,L33-1B,,あり,,100,1.0,20,ﾘﾓｺﾝSW,4,,,2.0,,,,,,,,
309.0,3-3,1.0,ﾎﾙﾀﾞ旋削加工室,,7,L33-1B,,あり,1,100,1.0,20,非常灯,4,,,2.0,,,,,,,,
310.0,3-3,1.0,ﾎﾙﾀﾞ旋削加工室,,7,L33-1B,,あり,,100,1.0,20,なし,なし,OFF,,2.0,,,,,,,,
311.0,3-3,1.0,ﾎﾙﾀﾞ旋削加工室,,7,L33-1B,,あり,,100,1.0,20,なし,なし,OFF,,2.0,,,,,,,,
312.0,3-3,1.0,ﾎﾙﾀﾞ旋削加工室,,7,L33-1B,,あり,,100,1.0,20,非常灯,4,,,2.0,,,,,,,,
313.0,3-3,1.0,ﾎﾙﾀﾞ旋削加工室,,7,L33-1B,,あり,4,100,1.0,20,非常灯,4,,,2.0,,,,,,,,
314.0,3-3,1.0,ﾎﾙﾀﾞ旋削加工室,,7,L33-1B,,あり,,100,1.0,20,なし,なし,OFF,,2.0,,,,,,,,
,3-3,2.0,廊下,,,L33-2A(右),,,100/200,1,150.0,600,主幹？,13.5,,1.0,3.0,KM-NCT-600A,5200.0,,,,,,
419.0,3-3,2.0,廊下,共通,22,L33-2A(右),,なし,,100,1.0,20,非常灯,3,,,2.0,,,,,,,,
420.0,3-3,2.0,廊下,CBN,22,L33-2A(右),,なし,,100,1.0,20,なし,なし,,,2.0,,,,,,,,
421.0,3-3,2.0,廊下,共通,22,L33-2A(右),,なし,301,100,1.0,20,休憩室,3,,,2.0,,,,,,,,
422.0,3-3,2.0,廊下,共通,22,L33-2A(右),,なし,303,100,1.0,20,自販機,3,,,2.0,,,,,,,,
423.0,3-3,2.0,廊下,共通,22,L33-2A(右),,なし,,100,1.0,20,換気扇,3,,,2.0,,,,,,,,
424.0,3-3,2.0,廊下,CBN,22,L33-2A(右),,なし,,100,1.0,20,307,3,,,2.0,,,,,,,,
425.0,3-3,2.0,廊下,CBN,22,L33-2A(右),,なし,,100,1.0,20,350,3,,,2.0,,,,,,,,
426.0,3-3,2.0,廊下,CBN,22,L33-2A(右),,なし,,100,1.0,20,351,3,,,2.0,,,,,,,,
427.0,3-3,2.0,廊下,CBN,22,L33-2A(右),,なし,,100,1.0,20,ﾎﾙﾀﾞ受入れ室ﾌｧﾝｺｲﾙ電源,3,,,2.0,,,,,,,,
428.0,3-3,2.0,廊下,CBN,22,L33-2A(右),,なし,,100,1.0,20,LAN構築用100Vｺﾝｾﾝﾄ,3,,,2.0,,,,,,,,
429.0,3-3,2.0,廊下,CBN,22,L33-2A(右),,なし,,100,1.0,20,自販機ｺﾝｾﾝﾄ1,3,,,2.0,,,,,,,,
430.0,3-3,2.0,廊下,CBN,22,L33-2A(右),,なし,302,100,1.0,20,廊下,3,,,2.0,,,,,,,,
431.0,3-3,2.0,廊下,CBN,22,L33-2A(右),,なし,,100,1.0,20,端子盤電源,3,,,2.0,,,,,,,,
432.0,3-3,2.0,廊下,CBN,22,L33-2A(右),,なし,,100,1.0,20,更衣室ｺﾝｾﾝﾄ306,3,,,2.0,,,,,,,,
433.0,3-3,2.0,廊下,CBN,22,L33-2A(右),,なし,,100,1.0,20,会議室ｺﾝｾﾝﾄ308,3,,,2.0,,,,,,,,
434.0,3-3,2.0,廊下,CBN,22,L33-2A(右),,なし,,100,1.0,20,会議室ﾛｽﾅｲ310,3,,,2.0,,,,,,,,
435.0,3-3,2.0,廊下,CBN,22,L33-2A(右),,なし,,100,1.0,20,少量危険物貯蔵取扱所防火折れ戸制御352,3,,,2.0,,,,,,,,
436.0,3-3,2.0,廊下,CBN,22,L33-2A(右),,なし,,100,1.0,20,ﾘﾓｺﾝSW,3,,,2.0,,,,,,,,
437.0,3-3,2.0,廊下,CBN,22,L33-2A(右),,なし,,100,1.0,20,喫煙室FCU,3,,,2.0,,,,,,,,
438.0,3-3,2.0,廊下,CBN,22,L33-2A(右),,なし,,100,1.0,20,自販機ｺﾝｾﾝﾄ2,3,,,2.0,,,,,,,,
400.0,3-3,2.0,廊下,CBN,22,L33-2A(左),,なし,,100/200,1.0,150,主幹,13.5,単相3線式,1.0,2.0,KM-NCT-225A,3900.0,1.0,3900.0,,,,
401.0,3-3,2.0,廊下,CBN,22,L33-2A(左),,なし,,100,1.0,20,誘導灯,3.5,,,2.0,,,,,,,,
402.0,3-3,2.0,廊下,CBN,22,L33-2A(左),,なし,,100,1.0,20,なし,なし,,,2.0,,,,,,,,
403.0,3-3,2.0,廊下,CBN,22,L33-2A(左),,なし,,200,1.0,20,休憩室 廊下照明,3,,,2.0,,,,,,,,
404.0,3-3,2.0,廊下,CBN,22,L33-2A(左),,なし,,200,1.0,20,なし,"3,5",,,2.0,,,,,,,,
405.0,3-3,2.0,廊下,CBN,22,L33-2A(左),,なし,,200,1.0,20,なし,"3,5",,,2.0,,,,,,,,
406.0,3-3,2.0,廊下,CBN,22,L33-2A(左),,なし,,200,1.0,20,なし,"3,5",,,2.0,,,,,,,,
407.0,3-3,2.0,廊下,CBN,22,L33-2A(左),,なし,,200,1.0,20,なし,"3,5",,,2.0,,,,,,,,
408.0,3-3,2.0,廊下,CBN,22,L33-2A(左),,なし,,200,1.0,20,なし,"3,5",,,2.0,,,,,,,,
409.0,3-3,2.0,廊下,CBN,22,L33-2A(左),,なし,,200,1.0,20,なし,なし,,,2.0,,,,,,,,
410.0,3-3,2.0,廊下,CBN,22,L33-2A(左),,なし,,200,1.0,20,なし,なし,,,2.0,,,,,,,,
411.0,3-3,2.0,廊下,CBN,22,L33-2A(左),,なし,,200,1.0,20,2-X4 作業室照明,3,,,2.0,,,,,,,,
412.0,3-3,2.0,廊下,CBN,22,L33-2A(左),,なし,,200,1.0,20,なし,"3,5",,,2.0,,,,,,,,
413.0,3-3,2.0,廊下,CBN,22,L33-2A(左),,なし,,200,1.0,20,なし,"3,5",,,2.0,,,,,,,,
414.0,3-3,2.0,廊下,CBN,22,L33-2A(左),,なし,,200,1.0,20,なし,"3,5",,,2.0,,,,,,,,
415.0,3-3,2.0,廊下,CBN,22,L33-2A(左),,なし,,200,1.0,20,なし,"3,5",,,2.0,,,,,,,,
416.0,3-3,2.0,廊下,CBN,22,L33-2A(左),,なし,,200,1.0,20,なし,なし,,,2.0,,,,,,,,
417.0,3-3,2.0,廊下,CBN,22,L33-2A(左),,なし,,200,1.0,20,更衣室･会議室電灯,3,,,2.0,,,,,,,,
418.0,3-3,2.0,廊下,CBN,22,L33-2A(左),,なし,,200,1.0,20,なし,なし,,,2.0,,,,,,,,
445.0,3-3,2.0,自販機室,CBN,27,L33-2E,,あり,,100/200,1.0,250,主幹,28,単相3線式,1.0,2.0,KM-NCT-400A,5200.0,1.0,5200.0,,,,
446.0,3-3,2.0,自販機室,CBN,27,L33-2E,,なし,,100,1.0,20,非常灯1,4,,,2.0,,,,,,,,
447.0,3-3,2.0,自販機室,CBN,27,L33-2E,,なし,,100,1.0,20,非常灯2,4,,,2.0,,,,,,,,
448.0,3-3,2.0,自販機室,CBN,27,L33-2E,,なし,,200,1.0,20,検査､OA､加工室電灯,3,,,2.0,,,,,,,,
449.0,3-3,2.0,自販機室,CBN,27,L33-2E,,なし,,200,1.0,20,未仕上げ電灯(1),3,,,2.0,,,,,,,,
450.0,3-3,2.0,自販機室,CBN,27,L33-2E,,なし,,200,1.0,20,未仕上げ電灯(2),3,,,2.0,,,,,,,,
451.0,3-3,2.0,自販機室,CBN,27,L33-2E,,なし,,200,1.0,20,未仕上げ電灯(3),3,,,2.0,,,,,,,,
452.0,3-3,2.0,自販機室,CBN,27,L33-2E,,なし,,200,1.0,20,廊下電灯,3,,,2.0,,,,,,,,
453.0,3-3,2.0,自販機室,CBN,27,L33-2E,,なし,,200,1.0,20,2F加工室･処理室系統 空調室内機電源西側,3,,,2.0,,,,,,,,
454.0,3-3,2.0,自販機室,CBN,27,L33-2E,,なし,,200,1.0,20,2F加工室･処理室系統 洗浄室 室内機電源,3,,,2.0,,,,,,,,
455.0,3-3,2.0,自販機室,CBN,27,L33-2E,,なし,,100,1.0,20,OF-1,3,,,2.0,,,,,,,,
456.0,3-3,2.0,自販機室,CBN,27,L33-2E,,なし,,100,1.0,20,OF-2,3,,,2.0,,,,,,,,
457.0,3-3,2.0,自販機室,CBN,27,L33-2E,,なし,,100,1.0,20,ｺﾝｾﾝﾄ320,3,,,2.0,,,,,,,,
458.0,3-3,2.0,自販機室,CBN,27,L33-2E,,なし,,100,1.0,20,(MCB19)不明,3,,,2.0,,,,,,,,
459.0,3-3,2.0,自販機室,CBN,27,L33-2E,,なし,,100,1.0,20,ｺﾝｾﾝﾄ313,3,,,2.0,,,,,,,,
460.0,3-3,2.0,自販機室,CBN,27,L33-2E,,なし,,100,1.0,20,"ｺﾝｾﾝﾄ311,312",3,,,2.0,,,,,,,,
461.0,3-3,2.0,自販機室,CBN,27,L33-2E,,なし,,100,1.0,20,ｺﾝｾﾝﾄ314,3,,,2.0,,,,,,,,
462.0,3-3,2.0,自販機室,CBN,27,L33-2E,,なし,,100,1.0,20,"ｺﾝｾﾝﾄ315,316",3,,,2.0,,,,,,,,
463.0,3-3,2.0,自販機室,CBN,27,L33-2E,,なし,,100,1.0,20,"ｺﾝｾﾝﾄ317,318",3,,,2.0,,,,,,,,
464.0,3-3,2.0,自販機室,CBN,27,L33-2E,,なし,,100,1.0,20,ｺﾝｾﾝﾄ319,3,,,2.0,,,,,,,,
465.0,3-3,2.0,自販機室,CBN,27,L33-2E,,なし,,200,1.0,20,"DIA,CBN室電灯(1)",3,,,2.0,,,,,,,,
466.0,3-3,2.0,自販機室,CBN,27,L33-2E,,なし,,200,1.0,20,"DIA,CBN室電灯(2)",3,,,2.0,,,,,,,,
467.0,3-3,2.0,自販機室,CBN,27,L33-2E,,なし,,200,1.0,20,"DIA,CBN室電灯(3)",3,,,2.0,,,,,,,,
468.0,3-3,2.0,自販機室,CBN,27,L33-2E,,なし,,200,1.0,20,PVD機械室電灯,3,,,2.0,,,,,,,,
469.0,3-3,2.0,自販機室,CBN,27,L33-2E,,なし,,200,1.0,20,未仕上げ室(東)電灯,3,,,2.0,,,,,,,,
470.0,3-3,2.0,自販機室,CBN,27,L33-2E,,なし,,200,1.0,20,2F加工室･処理室系統 空調室内電源 東側,3,,,2.0,,,,,,,,
471.0,3-3,2.0,自販機室,CBN,27,L33-2E,,なし,,200,1.0,20,PAC(4)ﾋｰﾄﾎﾟﾝﾌﾟ,3,,,2.0,,,,,,,,
472.0,3-3,2.0,自販機室,CBN,27,L33-2E,,なし,,100,1.0,20,OF-3,3,,,2.0,,,,,,,,
473.0,3-3,2.0,自販機室,CBN,27,L33-2E,,なし,,100,1.0,20,ﾛｽﾅｲ,3,,,2.0,,,,,,,,
474.0,3-3,2.0,自販機室,CBN,27,L33-2E,,なし,,100,1.0,20,(MCB20)不明,3,,,2.0,,,,,,,,
475.0,3-3,2.0,自販機室,CBN,27,L33-2E,,なし,,100,1.0,20,加工室ｺﾝｾﾝﾄ,3,,,2.0,,,,,,,,
476.0,3-3,2.0,自販機室,CBN,27,L33-2E,,なし,,100,1.0,20,"ｺﾝｾﾝﾄ301,302",3,,,2.0,,,,,,,,
477.0,3-3,2.0,自販機室,CBN,27,L33-2E,,なし,,100,1.0,20,"ｺﾝｾﾝﾄ303,304",3,,,2.0,,,,,,,,
478.0,3-3,2.0,自販機室,CBN,27,L33-2E,,なし,,100,1.0,20,"ｺﾝｾﾝﾄ305,306",3,,,2.0,,,,,,,,
479.0,3-3,2.0,自販機室,CBN,27,L33-2E,,なし,,100,1.0,20,"ｺﾝｾﾝﾄ307,308",3,,,2.0,,,,,,,,
480.0,3-3,2.0,自販機室,CBN,27,L33-2E,,なし,,100,1.0,20,"ｺﾝｾﾝﾄ309,310",3,,,2.0,,,,,,,,
648.0,3-3,3.0,ﾎﾙﾀﾞﾊﾟｰﾂ室,,35,L33-3(検査),,あり,,100/200,1.0,100,主幹,11.5,単相3線式,1.0,2.0,KM-NCT-100A,3220.0,1.0,3220.0,,,,
649.0,3-3,3.0,ﾎﾙﾀﾞﾊﾟｰﾂ室,,35,L33-3(検査),,あり,,100,1.0,20,ｺﾝｾﾝﾄ,5,,,2.0,,,,,,,,
650.0,3-3,3.0,ﾎﾙﾀﾞﾊﾟｰﾂ室,,35,L33-3(検査),,あり,,100,1.0,20,ｺﾝｾﾝﾄ,5,,,2.0,,,,,,,,
651.0,3-3,3.0,ﾎﾙﾀﾞﾊﾟｰﾂ室,,35,L33-3(検査),,あり,,100,1.0,20,ｺﾝｾﾝﾄ,5,,,2.0,,,,,,,,
652.0,3-3,3.0,ﾎﾙﾀﾞﾊﾟｰﾂ室,,35,L33-3(検査),,あり,,100,1.0,20,ｺﾝｾﾝﾄ(ﾚｰｻﾞｰﾒｲｸ),5,,,2.0,,,,,,,,
653.0,3-3,3.0,ﾎﾙﾀﾞﾊﾟｰﾂ室,,35,L33-3(検査),,あり,,100,1.0,20,ｺﾝｾﾝﾄ(作業台･実態顕微鏡),5,,,2.0,,,,,,,,
654.0,3-3,3.0,ﾎﾙﾀﾞﾊﾟｰﾂ室,,35,L33-3(検査),,あり,,100,1.0,20,ｺﾝｾﾝﾄ,5,,,2.0,,,,,,,,
655.0,3-3,3.0,ﾎﾙﾀﾞﾊﾟｰﾂ室,,35,L33-3(検査),,あり,,100,1.0,20,ｺﾝｾﾝﾄ,5,,,2.0,,,,,,,,
656.0,3-3,3.0,ﾎﾙﾀﾞﾊﾟｰﾂ室,,35,L33-3(検査),,あり,,100,1.0,20,ｺﾝｾﾝﾄ(ﾛﾃﾞｨｶJr),5,,,2.0,,,,,,,,
657.0,3-3,3.0,ﾎﾙﾀﾞﾊﾟｰﾂ室,,35,L33-3(検査),,あり,,100,1.0,20,ｺﾝｾﾝﾄ(排水ﾎﾟﾝﾌﾟx2),5,,,2.0,,,,,,,,
658.0,3-3,3.0,ﾎﾙﾀﾞﾊﾟｰﾂ室,,35,L33-3(検査),,あり,,100,1.0,20,排気ﾌｧﾝ(常時OFF),5,OFF,,2.0,,,,,,,,
659.0,3-3,3.0,ﾎﾙﾀﾞﾊﾟｰﾂ室,,35,L33-3(検査),,あり,,100,1.0,20,なし,なし,OFF,,2.0,,,,,,,,
660.0,3-3,3.0,ﾎﾙﾀﾞﾊﾟｰﾂ室,,35,L33-3(検査),,あり,,200,1.0,20,自動制御盤,5,,,2.0,,,,,,,,
661.0,3-3,3.0,ﾎﾙﾀﾞﾊﾟｰﾂ室,,35,L33-3(検査),,あり,,100,1.0,20,ﾌｧﾝｺｲﾙ,5,,,2.0,,,,,,,,
662.0,3-3,3.0,ﾎﾙﾀﾞﾊﾟｰﾂ室,,35,L33-3(検査),,あり,,100,1.0,20,ｺﾝｾﾝﾄ,5,,,2.0,,,,,,,,
663.0,3-3,3.0,ﾎﾙﾀﾞﾊﾟｰﾂ室,,35,L33-3(検査),,あり,,100,1.0,20,受入室天井ｺﾝｾﾝﾄ,5,,,2.0,,,,,,,,
664.0,3-3,3.0,ﾎﾙﾀﾞﾊﾟｰﾂ室,,35,L33-3(検査),,あり,,100,1.0,20,ｺﾝｾﾝﾄ(工具顕微鏡),5,,,2.0,,,,,,,,
665.0,3-3,3.0,ﾎﾙﾀﾞﾊﾟｰﾂ室,,35,L33-3(検査),,あり,,100,1.0,20,ｺﾝｾﾝﾄ(作業台･実態顕微鏡),5,,,2.0,,,,,,,,
666.0,3-3,3.0,ﾎﾙﾀﾞﾊﾟｰﾂ室,,35,L33-3(検査),,あり,,100,1.0,20,ｺﾝｾﾝﾄ,5,,,2.0,,,,,,,,
667.0,3-3,3.0,ﾎﾙﾀﾞﾊﾟｰﾂ室,,35,L33-3(検査),,あり,,100,1.0,20,ｿﾘｯﾄﾞ工具検査室A/C,5,,,2.0,,,,,,,,
668.0,3-3,3.0,ﾎﾙﾀﾞﾊﾟｰﾂ室,,35,L33-3(検査),,あり,,100,1.0,20,検査室りｰらｰｺﾝｾﾝﾄ,5,,,2.0,,,,,,,,
669.0,3-3,3.0,ﾎﾙﾀﾞﾊﾟｰﾂ室,,35,L33-3(検査),,あり,,100,1.0,20,ｺﾝｾﾝﾄ,5,,,2.0,,,,,,,,
670.0,3-3,3.0,ﾎﾙﾀﾞﾊﾟｰﾂ室,,35,L33-3(検査),,あり,,100,1.0,20,検査室ｺﾝｾﾝﾄA,5,,,2.0,,,,,,,,
671.0,3-3,3.0,ﾎﾙﾀﾞﾊﾟｰﾂ室,,35,L33-3(検査),,あり,,100,1.0,20,検査室ｺﾝｾﾝﾄB,5,,,2.0,,,,,,,,
672.0,3-3,3.0,ﾎﾙﾀﾞﾊﾟｰﾂ室,,35,L33-3(検査),,あり,,200,1.0,20,なし,なし,OFF,,2.0,,,,,,,,
606.0,3-3,3.0,廊下,,23,L33-3A,,あり,,100/200,1.0,100,主幹,12.5,単相3線式,1.0,2.0,KM-NCT-100A,3220.0,1.0,3220.0,,,,
607.0,3-3,3.0,廊下,,23,L33-3A,,あり,,100,1.0,20,誘導灯,5,,,2.0,,,,,,,,
608.0,3-3,3.0,廊下,,23,L33-3A,,あり,,100,1.0,20,赤色灯,5,,,2.0,,,,,,,,
609.0,3-3,3.0,廊下,,23,L33-3A,,あり,201,100,1.0,20,休憩室･廊下･予備室電灯,3.5,,,2.0,,,,,,,,
610.0,3-3,3.0,廊下,,23,L33-3A,,あり,202,100,1.0,20,作業室電灯,3.5,,,2.0,,,,,,,,
611.0,3-3,3.0,廊下,,23,L33-3A,,あり,,100,1.0,20,なし,5,,,2.0,,,,,,,,
612.0,3-3,3.0,廊下,,23,L33-3A,,あり,,100,1.0,20,なし,5,,,2.0,,,,,,,,
613.0,3-3,3.0,廊下,,23,L33-3A,,あり,,100,1.0,20,検査事務室電灯,3.5,,,2.0,,,,,,,,
614.0,3-3,3.0,廊下,,23,L33-3A,,あり,,100,1.0,20,NT室電灯,3.5,,,2.0,,,,,,,,
615.0,3-3,3.0,廊下,,23,L33-3A,,あり,,100,1.0,20,NT室電灯,3.8,,,2.0,,,,,,,,
616.0,3-3,3.0,廊下,,23,L33-3A,,あり,,100,1.0,20,ｻｲｹﾝﾏ室電灯,3.8,,,2.0,,,,,,,,
617.0,3-3,3.0,廊下,,23,L33-3A,,あり,,100,1.0,20,なし,3.8,,,2.0,,,,,,,,
618.0,3-3,3.0,廊下,,23,L33-3A,,あり,,100,1.0,20,なし,3.8,,,2.0,,,,,,,,
619.0,3-3,3.0,廊下,,23,L33-3A,,あり,,100,1.0,20,なし,3.8,,,2.0,,,,,,,,
620.0,3-3,3.0,廊下,,23,L33-3A,,あり,,100,1.0,20,なし,3.8,,,2.0,,,,,,,,
621.0,3-3,3.0,廊下,,23,L33-3A,,あり,,100,1.0,20,なし,3.8,,,2.0,,,,,,,,
622.0,3-3,3.0,廊下,,23,L33-3A,,あり,,100,1.0,20,なし,3.8,,,2.0,,,,,,,,
623.0,3-3,3.0,廊下,,23,L33-3A,,あり,,100,1.0,20,QA事務所室内機電源,3.5,,,2.0,,,,,,,,
624.0,3-3,3.0,廊下,,23,L33-3A,,あり,,100,1.0,20,なし,なし,OFF,,2.0,,,,,,,,
